"","shortPostCode","population2019","population2020","population2021","population2022"
"351","CH63",30768.727311797,30941.4184523883,31115.0788313148,31289.7138884791
"352","CH64",19027.1951324153,19133.9862907356,19241.3768201885,19349.3700847767
"353","CH65",26519.0086589992,26667.8480245753,26817.5227591137,26968.0375511678
"354","CH66",35288.955741595,35487.0169079063,35686.1897031898,35886.4803665231
"355","CH7 ",50346.9981237517,50629.5733646198,50913.7345742592,51199.4906540051
"356","CH8 ",20795.0620021783,20911.7754086001,21029.1438753067,21147.1710788593
"357","CM0 ",16092.8177001238,16183.1395069311,16273.9682497477,16365.3067737795
"358","CM1 ",63214.8163635057,63569.6129278698,63926.4008070763,64285.191177487
"359","CM11",19107.6441367276,19214.8868194212,19322.7314074521,19431.1812790467
"360","CM12",19933.2520434827,20045.1284950564,20157.6328592451,20270.7686602422
"361","CM13",24631.4738953216,24769.7193702912,24908.7407554409,25048.5424056086
"362","CM14",19856.825489386,19968.2729928051,20080.3460013447,20193.0480256858
"363","CM15",23537.3674366742,23669.472180168,23802.3183686556,23935.910163537
"364","CM16",22220.0149910601,22344.7260229425,22470.1370022137,22596.2518573662
"365","CM17",21415.524947937,21535.7207360872,21656.5911295774,21778.1399146665
"366","CM18",24562.0866291023,24699.9426642999,24838.572423926,24977.9802505507
"367","CM19",18916.5777514859,19022.748063793,19129.514262701,19236.8796926555
"368","CM2 ",58578.9424900088,58907.7199623663,59238.3427160098,59570.8211076799
"369","CM20",21520.108653543,21640.8914233784,21762.3520930201,21884.4944672174
"370","CM21",10898.8288592103,10959.9991236717,11021.5127095398,11083.3715437244
"371","CM22",13306.2653132561,13380.9474445861,13456.0487334039,13531.5715322533
"372","CM23",40842.9538768061,41072.1871570334,41302.7070214025,41534.5206909363
"373","CM24",6706.43012198498,6744.07032254722,6781.92178076408,6819.98568233052
"374","CM3 ",54411.6840666312,54717.072576456,55024.1750957539,55333.0012444954
"375","CM4 ",10238.1414112954,10295.6035318418,10353.3881616373,10411.4971107823
"376","CM5 ",10640.386432857,10700.1061752695,10760.1610979554,10820.5530821321
"377","CM6 ",25325.3465575153,25467.4864302038,25610.4240705897,25754.1639561871
"378","CM7 ",49016.5727149368,49291.6808714829,49568.3330873869,49846.5380287654
"379","CM77",15481.4052673502,15568.2954889211,15655.6733865442,15743.5416973277
"380","CM8 ",32991.1310559246,33176.295557326,33362.4993044725,33549.748130187
"381","CM9 ",33713.1608696276,33902.3778022786,34092.6567251636,34284.00359876
"382","CO1 ",15072.1209579114,15156.7140492334,15241.7819238405,15327.3272464792
"383","CO10",46589.0240098129,46850.5074183971,47113.458416707,47377.885241669
"384","CO11",13022.6825730553,13095.7730809696,13169.2738132996,13243.1870724517
"385","CO12",22339.6828849747,22465.0655593622,22591.1519507683,22717.9460088428
"386","CO13",12177.968027776,12246.3175297716,12315.0506470315,12384.169532617
"387","CO14",6772.80055054263,6810.81325871278,6849.03931525657,6887.47991760324
"388","CO15",43295.6428957777,43538.6420253334,43783.0050006023,44028.739476242
"389","CO16",24331.8013542583,24468.3649009376,24605.6949178839,24743.795706953
"390","CO2 ",35311.0792177809,35509.2645532948,35708.5622146874,35908.9784449473
"391","CO3 ",28274.8081781154,28433.502063137,28593.0866261424,28753.5668661099
"392","CO4 ",48271.4138124941,48542.3397245332,48814.7862228576,49088.7618418398
"393","CO5 ",28357.2684075355,28516.4251050396,28676.4750780876,28837.4233402367
"394","CO6 ",29055.1635199448,29218.2371913866,29382.2261225996,29547.1354505287
"395","CO7 ",33137.9504887946,33323.939022177,33510.9714262286,33699.0535597297
"396","CO8 ",2315.92571164064,2328.9239695346,2341.99518085165,2355.13975504681
"397","CO9 ",25401.773111612,25544.3419324551,25687.7109284901,25831.8845907436
"398","CR0 ",155098.641026257,155969.140509436,156844.525717887,157724.824073007
"399","CR2 ",48739.0236500594,49012.5740475178,49287.6597613274,49564.289408534
"400","CR3 ",28699.1766758628,28860.2523519531,29022.232073958,29185.120915884
"401","CR4 ",59132.029394656,59463.9110970793,59797.6555034472,60133.273068286
"402","CR5 ",29023.9895307738,29186.8882365209,29350.7012200349,29515.433612749
"403","CR6 ",9898.24436807589,9953.7987981455,10009.6650304485,10065.8448149916
"404","CR7 ",44941.8306465183,45194.069093561,45447.7232424843,45702.8010389913
"405","CR8 ",32727.6605668018,32911.3463258809,33096.0630311841,33281.8164689529
"406","CT1 ",30927.6140953138,31101.1969965422,31275.7541411605,31451.2909971623
"407","CT10",25042.7694298683,25183.3233231959,25324.6660828262,25466.8021363138
"408","CT11",29369.9202493167,29534.7605098687,29700.5259452685,29867.2217481099
"409","CT12",17926.0493858906,18026.6603043525,18127.8359070176,18229.5793632064
"410","CT13",8950.95734229844,9001.19507287342,9051.71476541926,9102.51800246273
"411","CT14",35252.7536896544,35450.6116699978,35649.5801389212,35849.6653291016
"412","CT15",13312.2989885796,13387.0149842375,13462.1503274486,13537.7073718236
"413","CT16",19733.1351452558,19843.8884299511,19955.2633234268,20067.2633144957
"414","CT17",22209.9588655211,22334.6134568568,22459.9676788057,22586.0254580824
"415","CT18",13987.0650122491,14065.5681685874,14144.5119281223,14223.898763763
"416","CT19",29029.0175935433,29191.9445195638,29355.7858817389,29520.5468123909
"417","CT2 ",30890.4064308194,31063.7805020251,31238.1276445511,31413.4533198124
"418","CT20",22596.1140862202,22722.9359945473,22850.4696976711,22978.7191905783
"419","CT21",17243.2384617898,17340.0170671341,17437.3388476176,17535.2068518401
"420","CT3 ",17381.0073816747,17478.5592225081,17576.6585783065,17675.3085220274
"421","CT4 ",16726.3536090832,16820.2311703296,16914.6356244488,17009.5699286555
"422","CT5 ",33253.5959324935,33440.2335321625,33627.9186454201,33816.6571514928
"423","CT6 ",38779.4369161953,38997.0885962496,39215.9618580905,39436.0635579115
"424","CT7 ",11523.3142551846,11587.9894775931,11653.0276931737,11718.4309392451
"425","CT8 ",7379.18492054667,7420.60099367994,7462.24951675616,7504.13179441316
"426","CT9 ",43697.8879173392,43943.144668761,44189.7779369204,44437.7954475919
"427","CV1 ",31356.0050432769,31531.9923117926,31708.9673183393,31886.9356066499
"428","CV10",50162.9710263873,50444.5134052516,50727.6359558936,51012.3475471125
"429","CV11",39649.2917753222,39871.8255626619,40095.6083328784,40320.6470959556
"430","CV12",31783.390378686,31961.7763704345,32141.1635631773,32321.5575762091
"431","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"432","CV2 ",63560.7470820487,63917.4852012176,64276.2255323099,64636.9793128479
"433","CV21",35789.7507934391,35990.6226989737,36192.6220089059,36395.7550508537
"434","CV22",35531.3083670858,35730.7297505715,35931.2703973215,36132.9365892614
"435","CV23",21958.5557270451,22081.7993047145,22205.7345936069,22330.3654759888
"436","CV3 ",63678.4037508554,64035.8022244201,64395.2066161829,64756.6281844677
"437","CV31",31706.9638245893,31884.9208681832,32063.8767052769,32243.8369416526
"438","CV32",32879.5080624413,33064.0460737748,33249.6198146442,33436.2350981374
"439","CV33",6137.25341647538,6171.69908209712,6206.33807587392,6241.17148287047
"440","CV34",31520.9255021171,31697.838395598,31875.7442222297,32054.6485549033
"441","CV35",24747.1193390206,24886.0138802766,25025.6879746324,25166.1459973717
"442","CV36",9338.11817555143,9390.52886717252,9443.23371662547,9496.23437488697
"443","CV37",41228.1034849513,41459.4984381153,41692.1921079271,41926.1917835038
"444","CV4 ",33557.2909237725,33745.6330279503,33935.0322123403,34125.494409862
"445","CV47",17062.2282020871,17157.9908775917,17254.2910262744,17351.1316647326
"446","CV5 ",46225.9978778536,46485.4437827037,46746.3458416799,47008.7122275258
"447","CV6 ",87007.6093888715,87495.9442866143,87987.0199902938,88480.8518828312
"448","CV7 ",28235.5892885132,28394.0630554028,28553.4262648514,28713.6839089033
"449","CV8 ",31205.1631601913,31380.3038205073,31556.42746722,31733.5396173937
"450","CV9 ",21323.0085929779,21442.6851280989,21563.0333542243,21684.057041256
"451","CW1 ",42616.8544218925,42856.0438145492,43096.5756705654,43338.4575245892
"452","CW10",14441.6018866136,14522.6561556606,14604.1653461618,14686.1320113883
"453","CW11",22741.9279065363,22869.5682027898,22997.9248870865,23127.0019801926
"454","CW12",29389.0268878409,29553.9743854315,29719.8476597436,29886.651906749
"455","CW2 ",41350.7882165276,41582.8717443608,41816.2578535041,42050.9538547655
"456","CW3 ",9129.95637689333,9181.19874919872,9232.72872208083,9284.54790971342
"457","CW4 ",9430.63453051059,9483.56447516087,9536.79149197864,9590.31724829744
"458","CW5 ",29445.3411908595,29610.6047555114,29776.7958708282,29943.919742738
"459","CW6 ",12228.2486554712,12296.8803602001,12365.8972640713,12435.3015290357
"460","CW7 ",31630.5372704926,31808.065365932,31986.5898473764,32166.1163070961
"461","CW8 ",35488.0670272679,35687.245716403,35887.5423066673,36088.9630723413
"462","CW9 ",33333.0393242519,33520.1228042394,33708.2563003429,33897.4457058344
"463","DA1 ",52982.7086275337,53280.0769356794,53579.1142394838,53879.829906275
"464","DA10",6783.86228863558,6821.93708140704,6860.22557100532,6898.72895681537
"465","DA11",38272.6081890278,38487.4152655308,38703.4279583296,38920.6530340107
"466","DA12",47657.9901546127,47925.4731933061,48194.4574949725,48464.9514855313
"467","DA13",14530.0957913572,14611.6467372147,14693.6553921518,14776.1243250853
"468","DA14",21301.8907293459,21421.4487393189,21541.6777750676,21662.5816027601
"469","DA15",29592.1606237295,29758.2482203624,29925.2679925843,30093.2251722807
"470","DA16",36113.5580357962,36316.247326933,36520.074222642,36725.0451077903
"471","DA17",17199.997121972,17296.5330329656,17393.6107569634,17491.23333492
"472","DA18",4966.72040373126,4994.59638972271,5022.62883118815,5050.81860624238
"473","DA2 ",23123.0550644658,23252.8344574375,23383.3422442479,23514.5825130466
"474","DA3 ",16841.9990527822,16936.525680315,17031.5828436402,17127.1735204186
"475","DA4 ",9112.86096347696,9164.00738685304,9215.44087228731,9267.16303093105
"476","DA5 ",20940.8758224944,21058.4076168426,21176.599064722,21295.4538684736
"477","DA6 ",9901.2612057376,9956.83256797121,10012.7158274709,10068.9127347768
"478","DA7 ",35739.4701657439,35940.0598685453,36141.7753918662,36344.6230544349
"479","DA8 ",34752.9642503642,34948.017135539,35144.1647655459,35341.4132846994
"480","DA9 ",13162.4627180479,13236.3377495607,13310.6274086701,13385.3340224957
"481","DE1 ",13884.4925317509,13962.4199945133,14040.7848293612,14119.5894910687
"482","DE11",44054.8803739751,44302.140764803,44550.7889179028,44800.8326221649
"483","DE12",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"484","DE13",40823.8472382819,41052.9732814706,41283.3853069274,41515.0905322972
"485","DE14",29005.8885048035,29168.6856175667,29332.3964379006,29497.0260940383
"486","DE15",24327.7789040427,24464.3198745033,24601.6271885207,24739.7051472395
"487","DE21",57336.0053733836,57657.8067941749,57981.4143427867,58306.8381562089
"488","DE22",46805.2307089022,47067.9275892395,47332.098869978,47597.7528262695
"489","DE23",60236.1919788424,60574.2708532882,60914.2472136405,61256.1317096413
"490","DE24",54829.0132765013,55136.7440690122,55446.202017184,55757.3968147709
"491","DE3 ",17103.4583167972,17199.452398543,17295.985252247,17393.059901796
"492","DE4 ",33352.1459627761,33539.3366798023,33727.578014818,33916.8758644735
"493","DE45",8724.69451767006,8773.66233594538,8822.90498874031,8872.42401857843
"494","DE5 ",22156.6614001642,22281.0168566026,22406.0702647436,22531.8255418786
"495","DE55",51511.4974611724,51800.6085173428,52091.3422249002,52383.7076910629
"496","DE56",40600.6012513153,40828.4743143682,41057.6263272708,41288.064468198
"497","DE6 ",25736.642092062,25881.0903831086,26026.349397975,26172.4236868923
"498","DE65",23587.6480643694,23720.0350105964,23853.1649856953,23987.0421599557
"499","DE7 ",50196.1562406661,50477.8848733344,50761.1947231399,51046.0946647489
"500","DE72",20338.513902706,20452.6649083097,20567.4565925856,20682.8925513772
"501","DE73",19158.9303769767,19266.4609064582,19374.5949568327,19483.3359153938
"502","DE74",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"503","DE75",18818.0277212033,18923.6449161533,19029.8548933031,19136.6609796748
"504","DH1 ",50144.870000417,50426.3107862974,50709.3311737593,50993.9400284018
"505","DH2 ",30597.7731776334,30769.5048289315,30942.2003333796,31115.8651006554
"506","DH3 ",26049.3875963261,26195.5911883736,26342.6153559623,26490.4647046169
"507","DH4 ",33658.8577917168,33847.7699454158,34037.7423787606,34228.7810426278
"508","DH5 ",19643.6356279584,19753.8865917885,19864.756345096,19976.2483608703
"509","DH6 ",33579.4143999584,33767.8806733389,33957.4047238378,34147.9924882862
"510","DH7 ",41607.219417773,41840.7421795459,42075.5756004069,42311.727036501
"511","DH8 ",38767.3695655485,38984.9535169468,39203.7586700009,39423.791878771
"512","DH9 ",36897.9358278412,37105.0274816168,37313.2814484624,37522.7042519225
"513","DL1 ",46631.2597370768,46892.980195957,47156.1695750204,47420.8361186607
"514","DL10",18527.4056931251,18631.3917562768,18735.9614468132,18841.1180403745
"515","DL11",5337.7914361218,5367.7500782847,5397.87686494163,5428.17273981262
"516","DL12",12476.6349562854,12546.6607425166,12617.0795522477,12687.8935913442
"517","DL13",14237.4625381711,14317.3710641211,14397.7280809803,14478.5361059282
"518","DL14",37280.0685983247,37489.3049928731,37699.7157379646,37911.3074247049
"519","DL15",22623.2656251756,22750.2399229787,22877.9268708726,23006.3304686444
"520","DL16",19927.2183681593,20039.060955405,20151.5312652003,20264.632820672
"521","DL17",17771.1850525894,17870.9267866329,17971.2283265351,18072.0928142368
"522","DL2 ",17075.3011652879,17171.1372135031,17267.5111467048,17364.4259838015
"523","DL3 ",44962.9485101503,45215.3054823409,45469.078821641,45724.2764774872
"524","DL4 ",10031.9908377451,10088.2959270852,10144.9170317743,10201.8559254655
"525","DL5 ",29504.6723315398,29670.2688954169,29836.7948789351,30004.2554985121
"526","DL6 ",15602.0787738187,15689.6462819493,15777.7052674396,15866.2584887326
"527","DL7 ",16309.0243992131,16400.5596777734,16492.6087030187,16585.17435838
"528","DL8 ",18754.6741303074,18859.9357498134,18965.788155833,19072.2346641872
"529","DL9 ",15948.0094923616,16037.5185552971,16127.5299926732,16218.0466240935
"530","DN1 ",8784.02565835039,8833.32647585095,8882.90399684724,8932.75977435254
"531","DN10",12153.8333264823,12222.047371166,12290.6442708524,12359.626174336
"532","DN11",28511.1271282828,28671.1473661507,28832.0657262293,28993.887249278
"533","DN12",24254.3691876077,24390.4981420777,24527.3911276427,24665.0524324681
"534","DN14",46501.5357176232,46762.5280934516,47024.9853030578,47288.9155679004
"535","DN15",36808.4363105437,37015.0256434542,37222.7744701316,37431.6892982972
"536","DN16",31844.7327444742,32023.4630235572,32203.1964359658,32383.9386118399
"537","DN17",37396.7196545775,37606.6107594671,37817.6798894969,38029.9336563964
"538","DN18",11782.7622940918,11848.893682604,11915.3962370989,11982.2720407657
"539","DN19",6317.25806362418,6352.71401503099,6388.36896487629,6424.22403004953
"540","DN2 ",24688.7938108942,24827.3609969796,24966.7058988662,25106.8328815259
"541","DN20",19294.6880717537,19402.980548615,19511.8808228401,19621.3923057243
"542","DN21",37429.9048688563,37639.9822275499,37851.2386567431,38063.6807740327
"543","DN22",36288.5346201754,36492.205976824,36697.0204499404,36902.9844553275
"544","DN3 ",30237.7638833358,30407.4749630638,30578.1385553749,30749.7600062972
"545","DN31",9672.98715600142,9727.27731782602,9781.87218611031,9836.77347103572
"546","DN32",30426.8190434697,30597.5912054748,30769.3218354444,30942.0163128317
"547","DN33",19647.658078174,19757.9316182228,19868.8240744592,19980.3389205838
"548","DN34",19107.6441367276,19214.8868194212,19322.7314074521,19431.1812790467
"549","DN35",34754.975475472,34950.0396487561,35146.1986302275,35343.4585645562
"550","DN36",19210.2166172258,19318.0349934952,19426.4585062133,19535.4905517409
"551","DN37",21867.0449846399,21989.7749533347,22113.1937505945,22237.3052425067
"552","DN38",3039.96675045143,3057.02872770434,3074.18646622429,3091.44050347656
"553","DN39",2861.97332841044,2878.03630798761,2894.18944190352,2910.43323615424
"554","DN4 ",53714.7945667758,54016.2717467176,54319.4409835827,54624.3117741317
"555","DN40",12368.0288004638,12437.4450287912,12507.2508594418,12577.4484790798
"556","DN41",6301.16826276171,6336.53390929388,6372.09804742356,6407.86179119554
"557","DN5 ",41093.3514027282,41323.9900525671,41555.9231742605,41789.1580331016
"558","DN6 ",31322.8198289981,31498.6208437098,31675.4085510931,31853.1884890135
"559","DN7 ",24748.1249515745,24887.0251368852,25026.7049069732,25167.1686373
